OBJECTID_1,OBJECTID,permit_no,PROJTITLE,START_DATE,FINISH_DAT,STREET_NAM,PAVED_DATE,SHAPE_Length
6389,8015,18-0002-20682,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #5,2017/12/30 00:00:00+00,2018/10/25 00:00:00+00,Ala Wai Blvd,2018/06/01 00:00:00+00,0.0287403435006712
6390,8016,18-0002-20683,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #5,2017/12/30 00:00:00+00,2018/10/25 00:00:00+00,Kaioo Dr,2018/05/22 00:00:00+00,0.00353955112919669
6391,8017,18-0002-20684,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #5,2017/12/30 00:00:00+00,2018/10/25 00:00:00+00,Leahi Ave,2018/07/11 00:00:00+00,0.00475252189892666
6392,8018,18-0002-20685,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #5,2017/12/30 00:00:00+00,2018/10/25 00:00:00+00,Lipeepee St,2018/05/23 00:00:00+00,0.000866714012546761
6393,8019,18-0002-20686,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #5,2017/12/30 00:00:00+00,2018/10/25 00:00:00+00,Monsarrat Ave,2018/07/09 00:00:00+00,0.00678981208940699
6394,8020,18-0002-20666,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #5,2017/12/30 00:00:00+00,2018/10/25 00:00:00+00,Chun Ln,2018/11/21 00:00:00+00,0.00191284487977019
6395,8028,14-1352-19359,"Rehabilitation of Localized Streets, Phase 12B (Liliha/Punchbowl Area) and Phase 12C (Kalihi, Kapalama, Iwilei Area)",2016/06/06 00:00:00+00,2017/11/17 00:00:00+00,Vineyard Blvd,2017/01/30 00:00:00+00,0.00421237711588458
6396,8029,14-1323-19465,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,East Manoa Rd,2020/07/13 00:00:00+00,0.0111664306271209
6397,8030,14-1323-19466,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Manoa Rd,2020/12/07 00:00:00+00,0.018336405643607
6398,8031,14-1323-19467,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Akaka Pl,2019/10/07 00:00:00+00,0.00510462398234091
6399,8032,14-1323-19468,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Alani Dr,2019/08/15 00:00:00+00,0.0137582022785969
6400,8033,14-1323-19469,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Emekona Pl,2019/08/15 00:00:00+00,0.000897307489682189
6401,8034,14-1323-19471,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Hulu Pl,2019/08/15 00:00:00+00,0.00069334915937958
6402,8035,14-1323-19472,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Kahaloa Dr,2019/10/07 00:00:00+00,0.00355259729993995
6403,8036,14-1323-19473,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Kahawai St,2019/08/15 00:00:00+00,0.000621022398868436
6404,8037,14-1323-19474,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Kahewai Pl,2019/08/15 00:00:00+00,0.000908634085256341
6405,8038,14-1323-19475,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Kahiwa Pl,2019/08/15 00:00:00+00,0.00146763188023566
6406,8039,14-1323-19476,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Kalehua St,2020/12/07 00:00:00+00,0.00143510654083972
6407,8040,14-1323-19478,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Lono Pl,2019/03/01 00:00:00+00,0.000944399356587421
6408,8041,14-1323-19479,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Loulu St,2020/05/29 00:00:00+00,0.0088741587132239
6409,8042,14-1323-19480,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Lower Rd,2019/05/03 00:00:00+00,0.00623587144651479
6410,8043,14-1323-19481,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Lower Rd,2019/05/03 00:00:00+00,0.000774771931570013
6411,8044,14-1323-19482,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Oahu Ave,2020/12/07 00:00:00+00,0.00159188141693989
6412,8045,14-1323-19483,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Old East Manoa Rd,2019/12/16 00:00:00+00,0.0020084305944257
6413,8046,14-1323-19484,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,One St,2019/03/01 00:00:00+00,0.000942053068297271
6414,8047,14-1323-19485,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Pakanu St,2019/12/20 00:00:00+00,0.00545158297327597
6415,8048,14-1323-19487,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Pawaina St,2020/07/13 00:00:00+00,0.00718523349385586
6416,8049,14-1323-19488,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Pinao St,2019/12/16 00:00:00+00,0.000918183200361591
6417,8050,14-1323-19489,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Pinao ST,2019/12/16 00:00:00+00,0.00141341070734096
6418,8051,14-1323-19490,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Seaview Rise,2020/12/07 00:00:00+00,0.00191688300722161
6419,8052,14-1323-19493,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Woolsey Pl,2019/03/01 00:00:00+00,0.00035808440345096
6420,8053,14-1323-19494,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Woolsey Pl,2019/05/17 00:00:00+00,0.000396457795502093
6421,8054,14-1323-19495,"Rehabilitation of Localized Streets, Phase 20A (upper Manoa)",2018/06/04 00:00:00+00,2019/06/03 00:00:00+00,Woolsey Pl,2019/05/17 00:00:00+00,0.000550804895740357
6422,8055,15-0344-20689,"Rehabilitation of Localized Streets, Phase 19B (Newtown, Pacific Palisades) & 19C (Pearl City)",2016/09/06 00:00:00+00,2017/06/02 00:00:00+00,Waimano Home Rd,2018/08/10 00:00:00+00,0.0132819068279405
6423,8071,13-0561-19132,"Rehabilitation of Localized Streets, Phase 15C (Maili)",2016/04/12 00:00:00+00,2017/04/11 00:00:00+00,Paakea Rd,2017/01/27 00:00:00+00,0.00209654294146583
6424,8072,13-0561-19132,"Rehabilitation of Localized Streets, Phase 15C (Maili)",2016/04/12 00:00:00+00,2017/04/11 00:00:00+00,Paakea Rd,2017/01/27 00:00:00+00,0.00180431840089039
6425,8073,13-0561-19132,"Rehabilitation of Localized Streets, Phase 15C (Maili)",2016/04/12 00:00:00+00,2017/04/11 00:00:00+00,Paakea Rd,2017/01/27 00:00:00+00,0.00635723338600404
6426,8074,13-0561-19132,"Rehabilitation of Localized Streets, Phase 15C (Maili)",2016/04/12 00:00:00+00,2017/04/11 00:00:00+00,Paakea Rd,2017/01/27 00:00:00+00,0.00466554439394425
6427,8075,13-0561-19132,"Rehabilitation of Localized Streets, Phase 15C (Maili)",2016/04/12 00:00:00+00,2017/04/11 00:00:00+00,Paakea Rd,2017/01/27 00:00:00+00,0.0143745377939594
6428,8087,13-0285-10560,Pavement Resurfacing at Kaneohe Bay Drive and Bayview Haven Place Intersection,2014/05/05 00:00:00+00,2014/07/03 00:00:00+00,Kaneohe Bay Dr,2014/05/29 00:00:00+00,0.000573790893566254
6429,8088,13-0285-10560,Pavement Resurfacing at Kaneohe Bay Drive and Bayview Haven Place Intersection,2014/05/05 00:00:00+00,2014/07/03 00:00:00+00,Kaneohe Bay Dr,2014/05/29 00:00:00+00,0.000576004298344071
6430,8103,17-0062,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #3 (Kalakaua),2017/03/06 00:00:00+00,2018/03/01 00:00:00+00, ,,0.000938050109120027
6431,8104,17-0062,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #3 (Kalakaua),2017/03/06 00:00:00+00,2018/03/01 00:00:00+00, ,,0.00188371697654977
6432,8105,17-0062,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #3 (Kalakaua),2017/03/06 00:00:00+00,2018/03/01 00:00:00+00, ,,0.00131955505528052
6433,8106,17-0062,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #3 (Kalakaua),2017/03/06 00:00:00+00,2018/03/01 00:00:00+00, ,,0.000938050109120027
6434,8107,17-0062,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #3 (Kalakaua),2017/03/06 00:00:00+00,2018/03/01 00:00:00+00, ,,0.00103345988589792
6435,8108,17-0062,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #3 (Kalakaua),2017/03/06 00:00:00+00,2018/03/01 00:00:00+00, ,,0.00225590976482347
6436,8109,17-0062,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #3 (Kalakaua),2017/03/06 00:00:00+00,2018/03/01 00:00:00+00, ,,0.000921961273193071
6437,8110,17-0062,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #3 (Kalakaua),2017/03/06 00:00:00+00,2018/03/01 00:00:00+00, ,,0.000606683039159733
6438,8132,14-1354-16484,"Rehabilitation of Streets, Unit 85 (Laukahi Street - Kamole St to Security Gate)",2018/11/26 00:00:00+00,2019/09/05 00:00:00+00,Laukahi St,2019/11/27 00:00:00+00,0.0248218844295302
6439,8151,17-0710-20310,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Ahui St,,0.00225792454775015
6440,8152,17-0710-20310,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Ahui St,,0.00146057522991646
6441,8153,17-0710-20311,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Ahui St,,0.00225792454775015
6442,8154,17-0710-20311,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Ahui St,,0.000703921087617795
6443,8155,17-0710-20311,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Ahui St,,0.00146057522991646
6444,8156,17-0710-20312,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.0013970232610758
6445,8157,17-0710-20312,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.00115160790874681
6446,8158,17-0710-20312,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.000416552527113144
6447,8159,17-0710-20312,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.000410520985735581
6448,8160,17-0710-20312,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.000490104875991199
6449,8161,17-0710-20312,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.000514543224265454
6450,8162,17-0710-20312,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.00271231305144229
6451,8163,17-0710-20312,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.00427257593144716
6452,8164,17-0710-20312,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.000982875176396321
6453,8165,17-0710-20312,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.00173717527981402
6454,8166,17-0710-20314,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.00271231305144229
6455,8167,17-0710-20314,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.00427257593144716
6456,8168,17-0710-20313,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.00115160790874681
6457,8169,17-0710-20313,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.000416552527113144
6458,8170,17-0710-20313,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.000410520985735581
6459,8171,17-0710-20313,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.000490104875991199
6460,8172,17-0710-20313,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.000514543224265454
6461,8173,17-0710-20313,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.00271231305144229
6462,8174,17-0710-20313,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.00427257593144716
6463,8175,17-0710-20313,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.000982875176396321
6464,8176,17-0710-20313,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Auahi St,,0.00173717527981402
6465,8182,17-0710-20315,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Cooke St,,0.00194118354552123
6466,8183,17-0710-20316,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Cooke St,,0.00168859560205305
6467,8184,17-0710-20316,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Cooke St,,0.00122827984811955
6468,8185,17-0710-20316,"Rehabilitation of Localized Streets, Phase 12E (Kakaako Area)",1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Cooke St,,0.00142663851831382
6469,8193,10-0464-16820,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #1,2016/03/07 00:00:00+00,2017/01/20 00:00:00+00,Waiapo Pl,2017/06/01 00:00:00+00,0.00151102803376451
6470,8194,10-0464-16781,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #1,2016/03/07 00:00:00+00,2017/01/20 00:00:00+00,Piipii St,2017/05/24 00:00:00+00,0.00335845169918033
6471,8195,14-0980-9426,"Rehabilitation of Streets, Unit 86 (Farrington Hwy)",2017/09/04 00:00:00+00,2018/03/02 00:00:00+00,Farrington Hwy,2018/01/19 00:00:00+00,0.0057623526959227
6472,8196,14-0980-9426,"Rehabilitation of Streets, Unit 86 (Farrington Hwy)",2017/09/04 00:00:00+00,2018/03/02 00:00:00+00,Farrington Hwy,2018/01/19 00:00:00+00,0.00533470680427984
6473,8199,06-0577-12747,"Rehabilitation of Localized Streets, Phase 13B (Kaneohe Area: Kokokahi/Mahinui, Pikoiloa, Puohala Village and Waikalua)",2016/08/22 00:00:00+00,2017/06/02 00:00:00+00,Pua Alowalo St,2017/06/29 00:00:00+00,0.000770231458152708
6474,8200,06-0577-12747,"Rehabilitation of Localized Streets, Phase 13B (Kaneohe Area: Kokokahi/Mahinui, Pikoiloa, Puohala Village and Waikalua)",2016/08/22 00:00:00+00,2017/06/02 00:00:00+00,Pua Alowalo St,2017/06/29 00:00:00+00,0.00164110897134775
6475,8201,06-0577-12747,"Rehabilitation of Localized Streets, Phase 13B (Kaneohe Area: Kokokahi/Mahinui, Pikoiloa, Puohala Village and Waikalua)",2016/08/22 00:00:00+00,2017/06/02 00:00:00+00,Pua Alowalo St,2017/06/29 00:00:00+00,0.00110820568377259
6476,8202,06-0577-12747,"Rehabilitation of Localized Streets, Phase 13B (Kaneohe Area: Kokokahi/Mahinui, Pikoiloa, Puohala Village and Waikalua)",2016/08/22 00:00:00+00,2017/06/02 00:00:00+00,Pua Alowalo St,2017/06/29 00:00:00+00,0.00156627053704368
6477,8203,09-0598-11423,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Kaaloa St,2013/01/28 00:00:00+00,0.000357582612936945
6478,8204,10-0401-18007,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Ulukoa St,2015/04/16 00:00:00+00,0.000490778578067901
6479,8205,10-0401-18007,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Ulukoa St,2015/04/16 00:00:00+00,0.00168411587382505
6480,8206,10-0401-18006,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Noholoa Lp,2015/04/15 00:00:00+00,0.00155343767155376
6481,8207,10-0401-18006,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Noholoa Lp,2015/04/15 00:00:00+00,0.000494717664753616
6482,8208,10-0401-18006,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Noholoa Lp,2015/04/15 00:00:00+00,0.000728705173553107
6483,8209,10-0401-18006,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Noholoa Lp,2015/04/15 00:00:00+00,0.000472204628701704
6484,8210,10-0402-17721,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Poalima St,2014/12/17 00:00:00+00,0.000683007837822378
6485,8211,10-0402-17721,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Poalima St,2014/12/17 00:00:00+00,0.000734898018069024
6486,8212,10-0402-17721,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Poalima St,2014/12/17 00:00:00+00,0.000491957772654333
6487,8213,10-0402-17722,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Nakini St,2014/12/26 00:00:00+00,0.00193223764805503
6488,8214,10-0402-17722,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Nakini St,2014/12/26 00:00:00+00,0.000808084380755173
6489,8215,10-0464-16784,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #1,2016/03/07 00:00:00+00,2017/01/20 00:00:00+00,Pohahawai St,2017/05/25 00:00:00+00,0.00176858730920229
6490,8216,10-0464-16784,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #1,2016/03/07 00:00:00+00,2017/01/20 00:00:00+00,Pohahawai St,2017/05/25 00:00:00+00,0.00144359726379765
6491,8217,10-0464-16792,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #1,2016/03/07 00:00:00+00,2017/01/20 00:00:00+00,Poowai Pl,2017/06/01 00:00:00+00,0.00130728114677209
6492,8218,10-0464-16821,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #1,2016/03/07 00:00:00+00,2017/01/20 00:00:00+00,Waihua Pl,2017/05/30 00:00:00+00,0.0020140699065146
6493,8219,10-0464-16827,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #1,2016/03/07 00:00:00+00,2017/01/20 00:00:00+00,Waimapuna Pl,2017/06/06 00:00:00+00,0.00202314257192858
6494,8220,10-0464-16825,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #1,2016/03/07 00:00:00+00,2017/01/20 00:00:00+00,Wailohia Pl,2017/06/01 00:00:00+00,0.00151565789537901
6495,8221,10-0464-16795,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #1,2016/03/07 00:00:00+00,2017/01/20 00:00:00+00,Puaina Pl,2017/06/02 00:00:00+00,0.00202314257192858
6496,8222,10-0464-16796,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #1,2016/03/07 00:00:00+00,2017/01/20 00:00:00+00,Puaina St,2017/06/08 00:00:00+00,0.000593209554427962
